audit_id,customer_id,operation,field_name,old_value,new_value,changed_by,change_timestamp
87,CUST100116,UPDATE,mobile_number,OLD,NEW,batch_job,2025-02-24
88,CUST100049,UPDATE,mobile_number,OLD,NEW,batch_job,2025-01-16
89,CUST100378,MERGE,mobile_number,OLD,NEW,mobile_app,2025-03-22
90,CUST100232,INSERT,city,OLD,NEW,crm_user,2025-02-18
91,CUST100380,MERGE,risk_segment,OLD,NEW,crm_user,2025-06-20
92,CUST100776,DELETE,email,OLD,NEW,crm_user,2025-02-13
93,CUST100224,INSERT,risk_segment,OLD,NEW,crm_user,2025-01-21
94,CUST100720,MERGE,risk_segment,OLD,NEW,mobile_app,2025-02-23
95,CUST100779,DELETE,email,OLD,NEW,crm_user,2025-01-23
96,CUST100101,MERGE,city,OLD,NEW,crm_user,2025-05-19
97,CUST100915,UPDATE,email,OLD,NEW,crm_user,2025-05-02
98,CUST100063,MERGE,city,OLD,NEW,mobile_app,2025-04-14
99,CUST100084,MERGE,risk_segment,OLD,NEW,crm_user,2025-01-17
100,CUST100127,DELETE,city,OLD,NEW,mobile_app,2025-01-17
101,CUST100695,DELETE,email,OLD,NEW,crm_user,2025-06-07
102,CUST100090,DELETE,email,OLD,NEW,crm_user,2025-03-18
103,CUST100008,INSERT,risk_segment,OLD,NEW,batch_job,2025-01-28
104,CUST100974,MERGE,mobile_number,OLD,NEW,crm_user,2025-04-21
105,CUST101011,UPDATE,mobile_number,OLD,NEW,batch_job,2025-01-03
106,CUST100622,UPDATE,kyc_status,OLD,NEW,batch_job,2025-03-25
107,CUST100655,MERGE,email,OLD,NEW,mobile_app,2025-01-21
108,CUST101049,UPDATE,mobile_number,OLD,NEW,batch_job,2025-03-05
109,CUST100836,INSERT,risk_segment,OLD,NEW,crm_user,2025-05-22
110,CUST100668,UPDATE,mobile_number,OLD,NEW,batch_job,2025-01-19
111,CUST100543,INSERT,city,OLD,NEW,batch_job,2025-04-18
112,CUST101021,MERGE,city,OLD,NEW,batch_job,2025-02-04
113,CUST100854,MERGE,kyc_status,OLD,NEW,mobile_app,2025-03-02
114,CUST100249,DELETE,email,OLD,NEW,crm_user,2025-05-26
115,CUST100549,DELETE,email,OLD,NEW,mobile_app,2025-03-08
116,CUST100408,MERGE,city,OLD,NEW,batch_job,2025-03-04
117,CUST100483,UPDATE,email,OLD,NEW,mobile_app,2025-02-18
118,CUST100669,INSERT,mobile_number,OLD,NEW,crm_user,2025-03-04
119,CUST101040,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-04-29
120,CUST100076,INSERT,risk_segment,OLD,NEW,crm_user,2025-03-01
121,CUST100919,DELETE,risk_segment,OLD,NEW,crm_user,2025-03-01
122,CUST100245,INSERT,city,OLD,NEW,mobile_app,2025-05-30
123,CUST100398,INSERT,email,OLD,NEW,mobile_app,2025-02-15
124,CUST100920,DELETE,risk_segment,OLD,NEW,batch_job,2025-06-13
125,CUST100717,UPDATE,risk_segment,OLD,NEW,crm_user,2025-03-29
126,CUST100290,INSERT,city,OLD,NEW,crm_user,2025-01-10
127,CUST100417,INSERT,email,OLD,NEW,crm_user,2025-06-23
128,CUST100762,UPDATE,kyc_status,OLD,NEW,crm_user,2025-01-20
129,CUST100417,INSERT,mobile_number,OLD,NEW,mobile_app,2025-05-04
130,CUST100130,MERGE,risk_segment,OLD,NEW,crm_user,2025-06-19
131,CUST100317,INSERT,city,OLD,NEW,crm_user,2025-06-28
132,CUST100556,MERGE,email,OLD,NEW,mobile_app,2025-03-20
133,CUST100856,INSERT,email,OLD,NEW,mobile_app,2025-05-26
134,CUST100732,MERGE,mobile_number,OLD,NEW,batch_job,2025-04-04
135,CUST100404,MERGE,mobile_number,OLD,NEW,batch_job,2025-01-02
136,CUST100890,UPDATE,mobile_number,OLD,NEW,batch_job,2025-01-24
137,CUST100832,DELETE,mobile_number,OLD,NEW,batch_job,2025-02-03
138,CUST100031,INSERT,kyc_status,OLD,NEW,batch_job,2025-06-14
139,CUST100813,INSERT,kyc_status,OLD,NEW,mobile_app,2025-04-05
140,CUST101034,UPDATE,city,OLD,NEW,crm_user,2025-03-14
141,CUST100332,UPDATE,risk_segment,OLD,NEW,batch_job,2025-04-09
142,CUST101005,UPDATE,email,OLD,NEW,batch_job,2025-01-12
143,CUST100989,DELETE,risk_segment,OLD,NEW,mobile_app,2025-06-12
144,CUST100795,INSERT,kyc_status,OLD,NEW,mobile_app,2025-02-11
145,CUST100455,MERGE,kyc_status,OLD,NEW,batch_job,2025-05-02
146,CUST100375,UPDATE,risk_segment,OLD,NEW,crm_user,2025-05-13
147,CUST100321,MERGE,email,OLD,NEW,batch_job,2025-02-08
148,CUST100506,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-06-22
149,CUST100079,DELETE,risk_segment,OLD,NEW,crm_user,2025-06-03
150,CUST100934,DELETE,mobile_number,OLD,NEW,crm_user,2025-05-30
151,CUST100511,MERGE,mobile_number,OLD,NEW,mobile_app,2025-04-05
152,CUST100916,MERGE,city,OLD,NEW,batch_job,2025-01-01
153,CUST101003,MERGE,city,OLD,NEW,crm_user,2025-06-08
154,CUST100939,UPDATE,mobile_number,OLD,NEW,crm_user,2025-01-28
155,CUST100138,UPDATE,email,OLD,NEW,crm_user,2025-04-04
156,CUST100188,MERGE,kyc_status,OLD,NEW,mobile_app,2025-06-18
157,CUST100084,INSERT,city,OLD,NEW,batch_job,2025-03-22
158,CUST101048,INSERT,risk_segment,OLD,NEW,mobile_app,2025-04-07
159,CUST100279,INSERT,risk_segment,OLD,NEW,mobile_app,2025-06-27
160,CUST100225,UPDATE,city,OLD,NEW,crm_user,2025-03-15
161,CUST100339,UPDATE,risk_segment,OLD,NEW,crm_user,2025-06-06
162,CUST100517,UPDATE,email,OLD,NEW,mobile_app,2025-03-12
163,CUST100935,UPDATE,email,OLD,NEW,mobile_app,2025-05-03
164,CUST100427,DELETE,kyc_status,OLD,NEW,mobile_app,2025-03-02
165,CUST100654,DELETE,risk_segment,OLD,NEW,batch_job,2025-02-16
166,CUST100827,UPDATE,email,OLD,NEW,mobile_app,2025-03-25
167,CUST100772,UPDATE,email,OLD,NEW,batch_job,2025-05-16
168,CUST100100,DELETE,mobile_number,OLD,NEW,mobile_app,2025-05-14
169,CUST100215,DELETE,kyc_status,OLD,NEW,mobile_app,2025-04-11
170,CUST100761,DELETE,mobile_number,OLD,NEW,crm_user,2025-05-28
171,CUST100300,DELETE,email,OLD,NEW,batch_job,2025-04-24
172,CUST100472,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-01-13
173,CUST100607,DELETE,email,OLD,NEW,mobile_app,2025-05-30
174,CUST100641,INSERT,risk_segment,OLD,NEW,batch_job,2025-02-08
175,CUST100596,MERGE,mobile_number,OLD,NEW,mobile_app,2025-04-04
176,CUST100098,UPDATE,mobile_number,OLD,NEW,batch_job,2025-06-06
177,CUST100094,INSERT,risk_segment,OLD,NEW,batch_job,2025-05-26
178,CUST100727,DELETE,risk_segment,OLD,NEW,mobile_app,2025-04-02
179,CUST100460,MERGE,kyc_status,OLD,NEW,crm_user,2025-05-31
180,CUST100274,UPDATE,email,OLD,NEW,mobile_app,2025-05-02
181,CUST100325,UPDATE,risk_segment,OLD,NEW,batch_job,2025-02-08
182,CUST100924,INSERT,risk_segment,OLD,NEW,mobile_app,2025-02-07
183,CUST100553,MERGE,email,OLD,NEW,batch_job,2025-01-15
184,CUST100718,MERGE,kyc_status,OLD,NEW,mobile_app,2025-05-07
185,CUST100509,UPDATE,risk_segment,OLD,NEW,batch_job,2025-01-16
186,CUST100052,MERGE,city,OLD,NEW,batch_job,2025-02-10
187,CUST100120,INSERT,risk_segment,OLD,NEW,mobile_app,2025-05-22
188,CUST100404,UPDATE,mobile_number,OLD,NEW,batch_job,2025-05-13
189,CUST101039,MERGE,kyc_status,OLD,NEW,batch_job,2025-05-11
190,CUST100634,INSERT,email,OLD,NEW,mobile_app,2025-01-13
191,CUST100979,INSERT,mobile_number,OLD,NEW,crm_user,2025-04-30
192,CUST100165,MERGE,city,OLD,NEW,batch_job,2025-01-27
193,CUST100536,UPDATE,risk_segment,OLD,NEW,batch_job,2025-03-27
194,CUST100540,INSERT,email,OLD,NEW,mobile_app,2025-05-22
195,CUST100894,DELETE,email,OLD,NEW,mobile_app,2025-02-25
196,CUST100175,INSERT,city,OLD,NEW,crm_user,2025-03-02
197,CUST100416,UPDATE,email,OLD,NEW,batch_job,2025-04-10
198,CUST100673,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-06-27
199,CUST100962,MERGE,kyc_status,OLD,NEW,mobile_app,2025-01-02
200,CUST100055,MERGE,city,OLD,NEW,mobile_app,2025-03-20
201,CUST100435,MERGE,kyc_status,OLD,NEW,mobile_app,2025-01-20
202,CUST100352,UPDATE,risk_segment,OLD,NEW,batch_job,2025-01-29
203,CUST100219,UPDATE,email,OLD,NEW,batch_job,2025-06-29
204,CUST100059,INSERT,risk_segment,OLD,NEW,batch_job,2025-06-27
205,CUST100088,INSERT,risk_segment,OLD,NEW,batch_job,2025-06-01
206,CUST100745,UPDATE,kyc_status,OLD,NEW,mobile_app,2025-01-17
207,CUST100787,INSERT,city,OLD,NEW,batch_job,2025-02-22
208,CUST100230,INSERT,risk_segment,OLD,NEW,mobile_app,2025-01-23
209,CUST100589,MERGE,risk_segment,OLD,NEW,batch_job,2025-01-26
210,CUST100420,DELETE,email,OLD,NEW,crm_user,2025-04-19
211,CUST100535,INSERT,email,OLD,NEW,crm_user,2025-03-14
212,CUST100100,DELETE,email,OLD,NEW,mobile_app,2025-05-09
213,CUST100976,DELETE,kyc_status,OLD,NEW,mobile_app,2025-01-08
214,CUST100846,INSERT,mobile_number,OLD,NEW,mobile_app,2025-01-26
215,CUST100711,MERGE,risk_segment,OLD,NEW,mobile_app,2025-05-25
216,CUST100444,INSERT,kyc_status,OLD,NEW,crm_user,2025-02-13
217,CUST100894,INSERT,kyc_status,OLD,NEW,batch_job,2025-03-15
218,CUST100111,INSERT,email,OLD,NEW,crm_user,2025-01-25
219,CUST101007,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-03-30
220,CUST100534,UPDATE,email,OLD,NEW,batch_job,2025-06-29
221,CUST100475,MERGE,city,OLD,NEW,batch_job,2025-06-12
222,CUST100166,MERGE,kyc_status,OLD,NEW,batch_job,2025-06-10
223,CUST100669,DELETE,risk_segment,OLD,NEW,crm_user,2025-04-12
224,CUST100177,MERGE,risk_segment,OLD,NEW,crm_user,2025-02-22
225,CUST100621,DELETE,mobile_number,OLD,NEW,mobile_app,2025-05-09
226,CUST100351,MERGE,city,OLD,NEW,crm_user,2025-02-02
227,CUST100070,DELETE,kyc_status,OLD,NEW,crm_user,2025-05-14
228,CUST100319,MERGE,kyc_status,OLD,NEW,mobile_app,2025-03-24
229,CUST100348,MERGE,mobile_number,OLD,NEW,mobile_app,2025-03-07
230,CUST100474,UPDATE,email,OLD,NEW,crm_user,2025-06-14
231,CUST100488,UPDATE,email,OLD,NEW,crm_user,2025-06-30
232,CUST100317,UPDATE,city,OLD,NEW,mobile_app,2025-03-25
233,CUST100714,UPDATE,city,OLD,NEW,crm_user,2025-02-18
234,CUST100530,INSERT,city,OLD,NEW,mobile_app,2025-01-27
235,CUST100401,MERGE,city,OLD,NEW,batch_job,2025-03-19
236,CUST100610,MERGE,email,OLD,NEW,batch_job,2025-01-28
237,CUST100219,DELETE,city,OLD,NEW,crm_user,2025-04-29
238,CUST100070,INSERT,mobile_number,OLD,NEW,crm_user,2025-06-27
239,CUST100456,DELETE,mobile_number,OLD,NEW,batch_job,2025-02-06
240,CUST100527,MERGE,risk_segment,OLD,NEW,mobile_app,2025-03-04
241,CUST100881,MERGE,city,OLD,NEW,mobile_app,2025-06-17
242,CUST100469,UPDATE,risk_segment,OLD,NEW,crm_user,2025-04-21
243,CUST100642,DELETE,risk_segment,OLD,NEW,crm_user,2025-03-04
244,CUST100820,UPDATE,email,OLD,NEW,crm_user,2025-05-04
245,CUST100933,INSERT,kyc_status,OLD,NEW,crm_user,2025-05-13
246,CUST100375,DELETE,risk_segment,OLD,NEW,crm_user,2025-05-06
247,CUST100218,INSERT,email,OLD,NEW,mobile_app,2025-02-25
248,CUST100330,UPDATE,kyc_status,OLD,NEW,crm_user,2025-01-26
249,CUST100936,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-01-05
250,CUST100758,DELETE,mobile_number,OLD,NEW,mobile_app,2025-04-27
251,CUST100431,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-02-01
252,CUST100729,INSERT,email,OLD,NEW,crm_user,2025-04-08
253,CUST100819,INSERT,risk_segment,OLD,NEW,batch_job,2025-04-18
254,CUST100862,DELETE,kyc_status,OLD,NEW,crm_user,2025-01-28
255,CUST100460,DELETE,mobile_number,OLD,NEW,mobile_app,2025-02-26
256,CUST100803,MERGE,city,OLD,NEW,batch_job,2025-02-03
257,CUST100142,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-05-24
258,CUST100463,UPDATE,email,OLD,NEW,mobile_app,2025-06-13
259,CUST100847,MERGE,email,OLD,NEW,mobile_app,2025-06-16
260,CUST100257,MERGE,email,OLD,NEW,batch_job,2025-03-10
261,CUST100771,DELETE,mobile_number,OLD,NEW,mobile_app,2025-02-17
262,CUST100987,INSERT,email,OLD,NEW,crm_user,2025-03-04
263,CUST100619,DELETE,mobile_number,OLD,NEW,crm_user,2025-04-20
264,CUST100175,DELETE,city,OLD,NEW,crm_user,2025-04-09
265,CUST100117,INSERT,kyc_status,OLD,NEW,crm_user,2025-02-05
266,CUST100707,INSERT,risk_segment,OLD,NEW,batch_job,2025-01-19
267,CUST100601,DELETE,kyc_status,OLD,NEW,batch_job,2025-05-29
268,CUST100293,UPDATE,city,OLD,NEW,crm_user,2025-03-30
269,CUST100313,UPDATE,mobile_number,OLD,NEW,mobile_app,2025-02-12
270,CUST100186,DELETE,city,OLD,NEW,crm_user,2025-06-27
271,CUST100437,INSERT,mobile_number,OLD,NEW,mobile_app,2025-01-30
272,CUST100243,DELETE,mobile_number,OLD,NEW,batch_job,2025-02-05
273,CUST100970,MERGE,kyc_status,OLD,NEW,batch_job,2025-05-04
274,CUST100957,UPDATE,mobile_number,OLD,NEW,batch_job,2025-05-08
275,CUST100338,INSERT,city,OLD,NEW,crm_user,2025-04-30
276,CUST101020,DELETE,mobile_number,OLD,NEW,crm_user,2025-04-20
277,CUST100858,INSERT,city,OLD,NEW,mobile_app,2025-04-03
278,CUST100059,INSERT,kyc_status,OLD,NEW,batch_job,2025-06-24
279,CUST100677,INSERT,kyc_status,OLD,NEW,crm_user,2025-05-05
280,CUST100296,INSERT,city,OLD,NEW,mobile_app,2025-04-17
281,CUST100260,DELETE,risk_segment,OLD,NEW,mobile_app,2025-04-04
282,CUST100700,MERGE,kyc_status,OLD,NEW,mobile_app,2025-02-23
283,CUST100582,MERGE,email,OLD,NEW,crm_user,2025-03-06
284,CUST100108,DELETE,email,OLD,NEW,crm_user,2025-05-07
285,CUST100827,DELETE,kyc_status,OLD,NEW,crm_user,2025-05-10
286,CUST100707,UPDATE,mobile_number,OLD,NEW,batch_job,2025-03-26
287,CUST100394,DELETE,email,OLD,NEW,batch_job,2025-05-31
288,CUST100180,INSERT,mobile_number,OLD,NEW,mobile_app,2025-05-22
289,CUST100832,INSERT,mobile_number,OLD,NEW,crm_user,2025-01-28
290,CUST100013,INSERT,city,OLD,NEW,crm_user,2025-06-05
291,CUST100124,MERGE,kyc_status,OLD,NEW,batch_job,2025-06-10
292,CUST100170,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-06-12
293,CUST100938,UPDATE,risk_segment,OLD,NEW,mobile_app,2025-02-16
294,CUST100076,MERGE,risk_segment,OLD,NEW,mobile_app,2025-01-04
295,CUST100756,UPDATE,email,OLD,NEW,mobile_app,2025-03-08
296,CUST100619,UPDATE,mobile_number,OLD,NEW,batch_job,2025-03-23
297,CUST100042,MERGE,kyc_status,OLD,NEW,mobile_app,2025-05-29
298,CUST100112,MERGE,kyc_status,OLD,NEW,mobile_app,2025-01-11
299,CUST100244,MERGE,kyc_status,OLD,NEW,mobile_app,2025-04-14
300,CUST100915,INSERT,risk_segment,OLD,NEW,mobile_app,2025-04-10
301,CUST100319,MERGE,mobile_number,OLD,NEW,mobile_app,2025-01-27
302,CUST100170,MERGE,city,OLD,NEW,batch_job,2025-06-10
303,CUST100032,MERGE,risk_segment,OLD,NEW,batch_job,2025-06-25
304,CUST100250,INSERT,city,OLD,NEW,batch_job,2025-02-03
305,CUST100968,INSERT,email,OLD,NEW,mobile_app,2025-05-26
306,CUST100497,MERGE,city,OLD,NEW,batch_job,2025-04-04
307,CUST100297,INSERT,email,OLD,NEW,mobile_app,2025-05-23
308,CUST101021,MERGE,email,OLD,NEW,batch_job,2025-01-09
309,CUST100024,INSERT,risk_segment,OLD,NEW,mobile_app,2025-06-25
310,CUST100164,MERGE,email,OLD,NEW,crm_user,2025-06-03
311,CUST100340,MERGE,kyc_status,OLD,NEW,batch_job,2025-03-22
312,CUST100753,MERGE,mobile_number,OLD,NEW,mobile_app,2025-02-12
313,CUST100297,INSERT,email,OLD,NEW,mobile_app,2025-02-11
314,CUST100856,MERGE,mobile_number,OLD,NEW,crm_user,2025-03-11
315,CUST100684,DELETE,email,OLD,NEW,batch_job,2025-06-09
316,CUST100681,INSERT,city,OLD,NEW,mobile_app,2025-03-21
317,CUST100878,UPDATE,mobile_number,OLD,NEW,crm_user,2025-06-25
318,CUST100771,UPDATE,mobile_number,OLD,NEW,crm_user,2025-06-26
319,CUST100004,DELETE,email,OLD,NEW,crm_user,2025-04-19
320,CUST100323,INSERT,email,OLD,NEW,batch_job,2025-05-27
321,CUST100302,DELETE,kyc_status,OLD,NEW,mobile_app,2025-05-08
322,CUST100711,INSERT,kyc_status,OLD,NEW,mobile_app,2025-05-05
323,CUST100782,UPDATE,city,OLD,NEW,crm_user,2025-06-05
324,CUST100118,MERGE,mobile_number,OLD,NEW,mobile_app,2025-02-22
325,CUST100522,INSERT,mobile_number,OLD,NEW,crm_user,2025-05-19
326,CUST100180,DELETE,risk_segment,OLD,NEW,batch_job,2025-04-12
327,CUST100532,DELETE,mobile_number,OLD,NEW,mobile_app,2025-05-31
328,CUST100414,UPDATE,city,OLD,NEW,batch_job,2025-01-24
329,CUST100371,DELETE,email,OLD,NEW,mobile_app,2025-05-25
330,CUST100736,MERGE,kyc_status,OLD,NEW,batch_job,2025-03-05
331,CUST100092,MERGE,email,OLD,NEW,batch_job,2025-04-06
332,CUST100950,INSERT,city,OLD,NEW,crm_user,2025-06-02
333,CUST100063,DELETE,email,OLD,NEW,mobile_app,2025-06-05
334,CUST100043,INSERT,risk_segment,OLD,NEW,batch_job,2025-05-25
335,CUST100996,UPDATE,email,OLD,NEW,crm_user,2025-04-20
336,CUST100199,MERGE,kyc_status,OLD,NEW,mobile_app,2025-02-03
337,CUST100521,INSERT,email,OLD,NEW,batch_job,2025-02-16
338,CUST100775,INSERT,risk_segment,OLD,NEW,batch_job,2025-01-09
339,CUST100758,MERGE,mobile_number,OLD,NEW,batch_job,2025-06-03
340,CUST100814,INSERT,risk_segment,OLD,NEW,crm_user,2025-03-23
341,CUST100478,INSERT,kyc_status,OLD,NEW,crm_user,2025-02-16
342,CUST100919,UPDATE,email,OLD,NEW,batch_job,2025-02-26
343,CUST100353,INSERT,email,OLD,NEW,crm_user,2025-01-16
344,CUST100057,INSERT,email,OLD,NEW,mobile_app,2025-06-15
345,CUST100991,INSERT,risk_segment,OLD,NEW,batch_job,2025-03-23
346,CUST100012,UPDATE,email,OLD,NEW,mobile_app,2025-06-01
347,CUST100904,INSERT,mobile_number,OLD,NEW,crm_user,2025-04-06
348,CUST100527,MERGE,risk_segment,OLD,NEW,crm_user,2025-05-04
349,CUST100778,UPDATE,mobile_number,OLD,NEW,batch_job,2025-02-06
350,CUST100026,MERGE,city,OLD,NEW,batch_job,2025-02-10
351,CUST100452,INSERT,kyc_status,OLD,NEW,crm_user,2025-02-05
352,CUST100916,INSERT,mobile_number,OLD,NEW,batch_job,2025-06-10
353,CUST100154,MERGE,email,OLD,NEW,crm_user,2025-03-01
354,CUST100978,INSERT,email,OLD,NEW,batch_job,2025-03-26
355,CUST100454,INSERT,city,OLD,NEW,mobile_app,2025-04-26
356,CUST100297,MERGE,city,OLD,NEW,crm_user,2025-04-18
357,CUST100844,UPDATE,city,OLD,NEW,batch_job,2025-03-11
358,CUST100608,DELETE,city,OLD,NEW,crm_user,2025-05-06
359,CUST100224,DELETE,mobile_number,OLD,NEW,crm_user,2025-01-30
360,CUST100315,INSERT,city,OLD,NEW,mobile_app,2025-05-03
361,CUST100587,INSERT,email,OLD,NEW,batch_job,2025-04-04
362,CUST100885,DELETE,city,OLD,NEW,batch_job,2025-01-25
363,CUST100800,DELETE,mobile_number,OLD,NEW,batch_job,2025-01-15
364,CUST100602,UPDATE,risk_segment,OLD,NEW,crm_user,2025-05-10
365,CUST100699,UPDATE,mobile_number,OLD,NEW,batch_job,2025-05-15
366,CUST100587,UPDATE,email,OLD,NEW,crm_user,2025-01-11
